@relation viterbi_ok1-weka.filters.unsupervised.attribute.TimeSeriesTranslate-R27-I-1

@attribute PoS {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,NMOD,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute IdW numeric
@attribute TotLines numeric
@attribute Prop {0.0,P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {0.0,yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {0.0,T1,R1,SP1}
@attribute TH3 {0.0,T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute Gender {f,m}
@attribute N.Syll. numeric
@attribute Tobi-1 {0.0,S,L*+H,LH-,U,H*,LL-,L*,HL-}
@attribute 'Copy of PoS-1' {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute 'Copy of DepRel-1' {TITLE,SBJ,ROOT,OBJ,NMOD,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute 'Copy of IdW-1' numeric
@attribute 'Copy of TotLines-1' numeric
@attribute 'Copy of Prop-1' {0.0,P2,Foc,P3,P4,BACK,A1,A2}
@attribute 'Copy of Emb-1' {0.0,yes,no}
@attribute 'Copy of Them-1' {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute 'Copy of TH2-1' {0.0,T1,R1,SP1}
@attribute 'Copy of TH3-1' {0.0,T1,R1}
@attribute 'Copy of TotSpans-1' numeric
@attribute 'Copy of LocSpan-1' {A,Z,B,C,U,D,E,F,G,H}
@attribute 'Copy of Gender-1' {f,m}
@attribute 'Copy of N.Syll.-1' numeric
@attribute ToBI {S,L*+H,LL-,LH-,U,H*,L*,HL-,HH-}

@data
DT,NMOD,10,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U,VB,VC,9,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U
JJ,NMOD,11,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U,DT,NMOD,10,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*
NN,OBJ,12,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*,JJ,NMOD,11,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
VBG,OPRD,13,16,0.0,0.0,R1,0.0,0.0,2,Z,m,3,S,NN,OBJ,12,16,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
VBN,NMOD,14,16,0.0,0.0,R1,0.0,0.0,2,Z,m,3,S,VBG,OPRD,13,16,0.0,0.0,R1,0.0,0.0,2,Z,m,3,S
NN,OBJ,15,16,0.0,0.0,R1,0.0,0.0,2,Z,m,3,S,VBN,NMOD,14,16,0.0,0.0,R1,0.0,0.0,2,Z,m,3,LL-
DT,NMOD,1,11,0.0,0.0,T1,0.0,0.0,2,A,m,1,0.0,NN,OBJ,15,16,0.0,0.0,R1,0.0,0.0,2,Z,m,3,U
NNS,SBJ,2,11,0.0,0.0,T1,0.0,0.0,2,A,m,3,U,DT,NMOD,1,11,0.0,0.0,T1,0.0,0.0,2,A,m,1,L*+H
IN,NMOD,3,11,0.0,0.0,T1,0.0,0.0,2,A,m,1,L*+H,NNS,SBJ,2,11,0.0,0.0,T1,0.0,0.0,2,A,m,3,U
DT,NMOD,4,11,0.0,0.0,T1,0.0,0.0,2,A,m,1,U,IN,NMOD,3,11,0.0,0.0,T1,0.0,0.0,2,A,m,1,U
NNP,NMOD,5,11,0.0,0.0,T1,0.0,0.0,2,A,m,3,U,DT,NMOD,4,11,0.0,0.0,T1,0.0,0.0,2,A,m,1,S
NNS,PMOD,6,11,0.0,0.0,T1,0.0,0.0,2,A,m,2,S,NNP,NMOD,5,11,0.0,0.0,T1,0.0,0.0,2,A,m,3,HL-
VBP,ROOT,7,11,0.0,0.0,R1,0.0,0.0,2,Z,m,1,HL-,NNS,PMOD,6,11,0.0,0.0,T1,0.0,0.0,2,A,m,2,U
NNS,PRD,8,11,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U,VBP,ROOT,7,11,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*
IN,NMOD,9,11,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*,NNS,PRD,8,11,0.0,0.0,R1,0.0,0.0,2,Z,m,2,S
NN,PMOD,10,11,0.0,0.0,R1,0.0,0.0,2,Z,m,4,S,IN,NMOD,9,11,0.0,0.0,R1,0.0,0.0,2,Z,m,1,HL-
DT,NMOD,1,16,0.0,0.0,SP1,T1,0.0,5,A,m,1,0.0,NN,PMOD,10,11,0.0,0.0,R1,0.0,0.0,2,Z,m,4,U
NNS,SBJ,2,16,0.0,0.0,SP1,T1,0.0,5,A,m,3,U,DT,NMOD,1,16,0.0,0.0,SP1,T1,0.0,5,A,m,1,H*
VBD,ROOT,3,16,0.0,0.0,SP1,R1,0.0,5,A,m,1,H*,NNS,SBJ,2,16,0.0,0.0,SP1,T1,0.0,5,A,m,3,S
PRP,SBJ,4,16,0.0,0.0,T1,0.0,0.0,5,B,m,1,S,VBD,ROOT,3,16,0.0,0.0,SP1,R1,0.0,5,A,m,1,U
VBP,OBJ,5,16,0.0,0.0,R1,0.0,0.0,5,C,m,1,U,PRP,SBJ,4,16,0.0,0.0,T1,0.0,0.0,5,B,m,1,S
VBN,VC,6,16,0.0,0.0,R1,0.0,0.0,5,C,m,4,S,VBP,OBJ,5,16,0.0,0.0,R1,0.0,0.0,5,C,m,1,L*
DT,NMOD,7,16,0.0,0.0,R1,0.0,0.0,5,C,m,1,L*,VBN,VC,6,16,0.0,0.0,R1,0.0,0.0,5,C,m,4,U
NN,NMOD,8,16,0.0,0.0,R1,0.0,0.0,5,C,m,1,U,DT,NMOD,7,16,0.0,0.0,R1,0.0,0.0,5,C,m,1,H*
NN,OBJ,9,16,0.0,0.0,R1,0.0,0.0,5,C,m,1,H*,NN,NMOD,8,16,0.0,0.0,R1,0.0,0.0,5,C,m,1,LL-
WDT,SBJ,10,16,P2,yes,R1,T1,0.0,5,D,m,1,LL-,NN,OBJ,9,16,0.0,0.0,R1,0.0,0.0,5,C,m,1,U
VBZ,NMOD,11,16,P2,yes,R1,R1,0.0,5,Z,m,2,U,WDT,SBJ,10,16,P2,yes,R1,T1,0.0,5,D,m,1,H*
DT,NMOD,12,16,P2,yes,R1,R1,0.0,5,Z,m,1,H*,VBZ,NMOD,11,16,P2,yes,R1,R1,0.0,5,Z,m,2,U
NN,OBJ,13,16,P2,yes,R1,R1,0.0,5,Z,m,2,U,DT,NMOD,12,16,P2,yes,R1,R1,0.0,5,Z,m,1,L*
IN,NMOD,14,16,P2,yes,R1,R1,0.0,5,Z,m,1,L*,NN,OBJ,13,16,P2,yes,R1,R1,0.0,5,Z,m,2,U
NN,PMOD,15,16,P2,yes,R1,R1,0.0,5,Z,m,2,U,IN,NMOD,14,16,P2,yes,R1,R1,0.0,5,Z,m,1,LL-
IN,ADV,1,25,0.0,0.0,SP1,0.0,0.0,3,A,m,1,0.0,NN,PMOD,15,16,P2,yes,R1,R1,0.0,5,Z,m,2,S
DT,NMOD,2,25,0.0,0.0,SP1,0.0,0.0,3,A,m,1,S,IN,ADV,1,25,0.0,0.0,SP1,0.0,0.0,3,A,m,1,U
JJ,NMOD,3,25,0.0,0.0,SP1,0.0,0.0,3,A,m,3,U,DT,NMOD,2,25,0.0,0.0,SP1,0.0,0.0,3,A,m,1,H*
NN,PMOD,4,25,0.0,0.0,SP1,0.0,0.0,3,A,m,1,H*,JJ,NMOD,3,25,0.0,0.0,SP1,0.0,0.0,3,A,m,3,LH-
DT,NMOD,6,25,0.0,0.0,T1,0.0,0.0,3,B,m,1,LH-,NN,PMOD,4,25,0.0,0.0,SP1,0.0,0.0,3,A,m,1,U
NN,SBJ,7,25,0.0,0.0,T1,0.0,0.0,3,B,m,5,U,DT,NMOD,6,25,0.0,0.0,T1,0.0,0.0,3,B,m,1,H*
IN,NMOD,8,25,0.0,0.0,T1,0.0,0.0,3,B,m,1,H*,NN,SBJ,7,25,0.0,0.0,T1,0.0,0.0,3,B,m,5,U
DT,NMOD,9,25,0.0,0.0,T1,0.0,0.0,3,B,m,1,U,IN,NMOD,8,25,0.0,0.0,T1,0.0,0.0,3,B,m,1,U
NN,HMOD,10,25,0.0,0.0,T1,0.0,0.0,3,B,m,5,U,DT,NMOD,9,25,0.0,0.0,T1,0.0,0.0,3,B,m,1,S
JJ,NMOD,13,25,0.0,0.0,T1,0.0,0.0,3,B,m,1,S,NN,HMOD,10,25,0.0,0.0,T1,0.0,0.0,3,B,m,5,S
NN,PMOD,14,25,0.0,0.0,T1,0.0,0.0,3,B,m,1,S,JJ,NMOD,13,25,0.0,0.0,T1,0.0,0.0,3,B,m,1,HL-
VBZ,ROOT,15,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,HL-,NN,PMOD,14,25,0.0,0.0,T1,0.0,0.0,3,B,m,1,U
RB,ADV,16,25,0.0,0.0,R1,0.0,0.0,3,Z,m,2,U,VBZ,ROOT,15,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,L*+H
VBN,VC,17,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,L*+H,RB,ADV,16,25,0.0,0.0,R1,0.0,0.0,3,Z,m,2,U
VBN,VC,18,25,0.0,0.0,R1,0.0,0.0,3,Z,m,2,U,VBN,VC,17,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,S
IN,ADV,19,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,S,VBN,VC,18,25,0.0,0.0,R1,0.0,0.0,3,Z,m,2,U
NN,PMOD,20,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U,IN,ADV,19,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,L*+H
CC,COORD,21,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,L*+H,NN,PMOD,20,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U
NN,NMOD,22,25,0.0,0.0,R1,0.0,0.0,3,Z,m,2,U,CC,COORD,21,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,H*
NN,CONJ,23,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,H*,NN,NMOD,22,25,0.0,0.0,R1,0.0,0.0,3,Z,m,2,S
NNS,NMOD,24,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,S,NN,CONJ,23,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,LL-
IN,TMP,1,23,0.0,0.0,R1-1,0.0,0.0,2,A,m,1,0.0,NNS,NMOD,24,25,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U
DT,NMOD,2,23,0.0,0.0,R1-1,0.0,0.0,2,A,m,1,U,IN,TMP,1,23,0.0,0.0,R1-1,0.0,0.0,2,A,m,1,U
NN,HMOD,3,23,0.0,0.0,R1-1,0.0,0.0,2,A,m,5,U,DT,NMOD,2,23,0.0,0.0,R1-1,0.0,0.0,2,A,m,1,L*+H
NN,PMOD,6,23,0.0,0.0,R1-1,0.0,0.0,2,A,m,2,L*+H,NN,HMOD,3,23,0.0,0.0,R1-1,0.0,0.0,2,A,m,5,HL-
DT,NMOD,8,23,0.0,0.0,T1,0.0,0.0,2,B,m,1,HL-,NN,PMOD,6,23,0.0,0.0,R1-1,0.0,0.0,2,A,m,2,U
NN,NMOD,9,23,0.0,0.0,T1,0.0,0.0,2,B,m,1,U,DT,NMOD,8,23,0.0,0.0,T1,0.0,0.0,2,B,m,1,L*+H
NNS,SBJ,10,23,0.0,0.0,T1,0.0,0.0,2,B,m,3,L*+H,NN,NMOD,9,23,0.0,0.0,T1,0.0,0.0,2,B,m,1,S
VBD,ROOT,11,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,S,NNS,SBJ,10,23,0.0,0.0,T1,0.0,0.0,2,B,m,3,H*
RP,PRT,12,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,H*,VBD,ROOT,11,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,S
DT,NMOD,13,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,S,RP,PRT,12,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,U
NNS,OBJ,14,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,2,U,DT,NMOD,13,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,H*
IN,NMOD,15,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,H*,NNS,OBJ,14,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,2,U
DT,NMOD,16,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,U,IN,NMOD,15,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,U
NN,PMOD,17,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,U,DT,NMOD,16,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,LL-
VBG,ADV,19,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,2,LL-,NN,PMOD,17,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,S
PRP,OBJ,20,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,S,VBG,ADV,19,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,2,U
JJ,OPRD,21,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,U,PRP,OBJ,20,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,H*
JJ,ADV,22,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,2,H*,JJ,OPRD,21,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,1,LL-
PRP,SBJ,1,20,0.0,0.0,T1,0.0,0.0,4,A,m,1,0.0,JJ,ADV,22,23,0.0,0.0,R1-2,0.0,0.0,2,Z,m,2,U
VB,ROOT,2,20,0.0,0.0,R1,0.0,0.0,4,B,m,1,U,PRP,SBJ,1,20,0.0,0.0,T1,0.0,0.0,4,A,m,1,H*
DT,NMOD,3,20,0.0,0.0,R1,0.0,0.0,4,B,m,1,H*,VB,ROOT,2,20,0.0,0.0,R1,0.0,0.0,4,B,m,1,U
NN,OBJ,4,20,0.0,0.0,R1,0.0,0.0,4,B,m,1,U,DT,NMOD,3,20,0.0,0.0,R1,0.0,0.0,4,B,m,1,H*
IN,NMOD,5,20,0.0,0.0,R1,0.0,0.0,4,B,m,1,H*,NN,OBJ,4,20,0.0,0.0,R1,0.0,0.0,4,B,m,1,U
JJ,HMOD,6,20,0.0,0.0,R1,0.0,0.0,4,B,m,3,U,IN,NMOD,5,20,0.0,0.0,R1,0.0,0.0,4,B,m,1,S
NNS,PMOD,9,20,0.0,0.0,R1,0.0,0.0,4,B,m,1,S,JJ,HMOD,6,20,0.0,0.0,R1,0.0,0.0,4,B,m,3,S
RB,MNR,10,20,0.0,0.0,R1,0.0,0.0,4,B,m,2,S,NNS,PMOD,9,20,0.0,0.0,R1,0.0,0.0,4,B,m,1,LH-
WDT,SBJ,12,20,P2,yes,R1,T1,0.0,4,C,m,1,LH-,RB,MNR,10,20,0.0,0.0,R1,0.0,0.0,4,B,m,2,U
RB,ADV,13,20,P2,yes,R1,R1,0.0,4,Z,m,1,U,WDT,SBJ,12,20,P2,yes,R1,T1,0.0,4,C,m,1,S
VB,COORD,14,20,P2,yes,R1,R1,0.0,4,Z,m,3,S,RB,ADV,13,20,P2,yes,R1,R1,0.0,4,Z,m,1,H*
DT,NMOD,15,20,P2,yes,R1,R1,0.0,4,Z,m,1,H*,VB,COORD,14,20,P2,yes,R1,R1,0.0,4,Z,m,3,U
JJ,HMOD,16,20,P2,yes,R1,R1,0.0,4,Z,m,3,U,DT,NMOD,15,20,P2,yes,R1,R1,0.0,4,Z,m,1,L*+H
NNS,OBJ,19,20,P2,yes,R1,R1,0.0,4,Z,m,1,L*+H,JJ,HMOD,16,20,P2,yes,R1,R1,0.0,4,Z,m,3,LL-
DT,NMOD,1,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,0.0,NNS,OBJ,19,20,P2,yes,R1,R1,0.0,4,Z,m,1,U
JJ,NMOD,2,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,U,DT,NMOD,1,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,H*
NN,SBJ,3,19,0.0,0.0,T1,0.0,0.0,2,A,m,4,H*,JJ,NMOD,2,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,S
IN,NMOD,4,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,S,NN,SBJ,3,19,0.0,0.0,T1,0.0,0.0,2,A,m,4,U
DT,NMOD,5,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,U,IN,NMOD,4,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,U
NNP,NMOD,6,19,0.0,0.0,T1,0.0,0.0,2,A,m,2,U,DT,NMOD,5,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,S
NN,NMOD,7,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,S,NNP,NMOD,6,19,0.0,0.0,T1,0.0,0.0,2,A,m,2,H*
NN,PMOD,8,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,H*,NN,NMOD,7,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,LL-
RB,TMP,9,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LL-,NN,PMOD,8,19,0.0,0.0,T1,0.0,0.0,2,A,m,1,H*
VBZ,ROOT,10,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*,RB,TMP,9,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U
VBN,VC,11,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U,VBZ,ROOT,10,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
IN,ADV,12,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,VBN,VC,11,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U
JJ,NMOD,13,19,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U,IN,ADV,12,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
NNS,PMOD,14,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,JJ,NMOD,13,19,0.0,0.0,R1,0.0,0.0,2,Z,m,2,S
VBN,APPO,15,19,0.0,0.0,R1,0.0,0.0,2,Z,m,2,S,NNS,PMOD,14,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
IN,LGS,16,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,VBN,APPO,15,19,0.0,0.0,R1,0.0,0.0,2,Z,m,2,L*
NN,NMOD,17,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,L*,IN,LGS,16,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
NNS,PMOD,18,19,0.0,0.0,R1,0.0,0.0,2,Z,m,3,S,NN,NMOD,17,19,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LL-
DT,NMOD,1,20,0.0,0.0,T1,0.0,0.0,2,A,m,1,0.0,NNS,PMOD,18,19,0.0,0.0,R1,0.0,0.0,2,Z,m,3,U
JJ,NMOD,2,20,0.0,0.0,T1,0.0,0.0,2,A,m,3,U,DT,NMOD,1,20,0.0,0.0,T1,0.0,0.0,2,A,m,1,L*+H
NN,SBJ,3,20,0.0,0.0,T1,0.0,0.0,2,A,m,2,L*+H,JJ,NMOD,2,20,0.0,0.0,T1,0.0,0.0,2,A,m,3,S
VBZ,ROOT,4,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,NN,SBJ,3,20,0.0,0.0,T1,0.0,0.0,2,A,m,2,U
RB,AMOD,5,20,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U,VBZ,ROOT,4,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
JJ,PRD,6,20,0.0,0.0,R1,0.0,0.0,2,Z,m,4,S,RB,AMOD,5,20,0.0,0.0,R1,0.0,0.0,2,Z,m,2,H*
TO,PRP,7,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*,JJ,PRD,6,20,0.0,0.0,R1,0.0,0.0,2,Z,m,4,U
VB,IM,8,20,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U,TO,PRP,7,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*
TO,ADV,9,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*,VB,IM,8,20,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U
JJ,NMOD,10,20,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U,TO,ADV,9,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
NNS,PMOD,11,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,JJ,NMOD,10,20,0.0,0.0,R1,0.0,0.0,2,Z,m,2,LL-
JJ,DEP,13,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LL-,NNS,PMOD,11,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
IN,NMOD,14,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S,JJ,DEP,13,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U
NN,PMOD,15,20,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U,IN,NMOD,14,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,H*
NNS,COORD,17,20,0.0,0.0,R1,0.0,0.0,2,Z,m,2,H*,NN,PMOD,15,20,0.0,0.0,R1,0.0,0.0,2,Z,m,2,L*
CC,COORD,18,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,L*,NNS,COORD,17,20,0.0,0.0,R1,0.0,0.0,2,Z,m,2,U
NN,CONJ,19,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,U,CC,COORD,18,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,LL-
NNP,TITLE,1,15,0.0,0.0,SP1,T1,0.0,3,A,m,2,0.0,NN,CONJ,19,20,0.0,0.0,R1,0.0,0.0,2,Z,m,1,S
NNP,SBJ,2,15,0.0,0.0,SP1,T1,0.0,3,A,m,2,S,NNP,TITLE,1,15,0.0,0.0,SP1,T1,0.0,3,A,m,2,L*+H
VBD,ROOT,3,15,0.0,0.0,SP1,R1,0.0,3,A,m,1,L*+H,NNP,SBJ,2,15,0.0,0.0,SP1,T1,0.0,3,A,m,2,S
DT,NMOD,4,15,0.0,0.0,T1,0.0,0.0,3,B,m,1,S,VBD,ROOT,3,15,0.0,0.0,SP1,R1,0.0,3,A,m,1,S
JJ,NMOD,5,15,0.0,0.0,T1,0.0,0.0,3,B,m,3,S,DT,NMOD,4,15,0.0,0.0,T1,0.0,0.0,3,B,m,1,L*+H
NN,SBJ,6,15,0.0,0.0,T1,0.0,0.0,3,B,m,5,L*+H,JJ,NMOD,5,15,0.0,0.0,T1,0.0,0.0,3,B,m,3,LH-
VBZ,OBJ,7,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,LH-,NN,SBJ,6,15,0.0,0.0,T1,0.0,0.0,3,B,m,5,S
VB,VC,9,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,S,VBZ,OBJ,7,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,H*
DT,NMOD,10,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,H*,VB,VC,9,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U
NN,OBJ,11,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U,DT,NMOD,10,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,L*
IN,NMOD,12,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,L*,NN,OBJ,11,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U
DT,NMOD,13,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U,IN,NMOD,12,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U
NN,PMOD,14,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U,DT,NMOD,13,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,LL-
PRP,SBJ,1,17,0.0,0.0,T1,0.0,0.0,2,A,m,1,0.0,NN,PMOD,14,15,0.0,0.0,R1,0.0,0.0,3,Z,m,1,U
VBD,ROOT,2,17,0.0,0.0,R1,T1,0.0,2,Z,m,2,U,PRP,SBJ,1,17,0.0,0.0,T1,0.0,0.0,2,A,m,1,S
DT,NMOD,3,17,0.0,0.0,R1,T1,0.0,2,Z,m,1,S,VBD,ROOT,2,17,0.0,0.0,R1,T1,0.0,2,Z,m,2,U
JJ,NMOD,4,17,0.0,0.0,R1,T1,0.0,2,Z,m,2,U,DT,NMOD,3,17,0.0,0.0,R1,T1,0.0,2,Z,m,1,L*+H
NN,OBJ,5,17,0.0,0.0,R1,T1,0.0,2,Z,m,1,L*+H,JJ,NMOD,4,17,0.0,0.0,R1,T1,0.0,2,Z,m,2,LL-
IN,ADV,7,17,0.0,0.0,R1,T1,0.0,2,Z,m,1,LL-,NN,OBJ,5,17,0.0,0.0,R1,T1,0.0,2,Z,m,1,U
NN,NMOD,8,17,0.0,0.0,R1,T1,0.0,2,Z,m,3,U,IN,ADV,7,17,0.0,0.0,R1,T1,0.0,2,Z,m,1,H*
NN,PMOD,9,17,0.0,0.0,R1,T1,0.0,2,Z,m,3,H*,NN,NMOD,8,17,0.0,0.0,R1,T1,0.0,2,Z,m,3,HL-
TO,ADV,11,17,0.0,0.0,R1,R1,0.0,2,Z,m,1,HL-,NN,PMOD,9,17,0.0,0.0,R1,T1,0.0,2,Z,m,3,U
DT,NMOD,12,17,0.0,0.0,R1,R1,0.0,2,Z,m,1,U,TO,ADV,11,17,0.0,0.0,R1,R1,0.0,2,Z,m,1,U
NN,HMOD,13,17,0.0,0.0,R1,R1,0.0,2,Z,m,6,U,DT,NMOD,12,17,0.0,0.0,R1,R1,0.0,2,Z,m,1,H*
NN,PMOD,16,17,0.0,0.0,R1,R1,0.0,2,Z,m,1,H*,NN,HMOD,13,17,0.0,0.0,R1,R1,0.0,2,Z,m,6,LL-
DT,NMOD,1,23,0.0,0.0,T1,0.0,0.0,4,A,m,1,0.0,NN,PMOD,16,17,0.0,0.0,R1,R1,0.0,2,Z,m,1,H*
NNS,SBJ,2,23,0.0,0.0,T1,0.0,0.0,4,A,m,1,H*,DT,NMOD,1,23,0.0,0.0,T1,0.0,0.0,4,A,m,1,S
VBP,ROOT,3,23,0.0,0.0,R1,0.0,0.0,4,B,m,1,S,NNS,SBJ,2,23,0.0,0.0,T1,0.0,0.0,4,A,m,1,U
RB,TMP,4,23,0.0,0.0,R1,0.0,0.0,4,B,m,1,U,VBP,ROOT,3,23,0.0,0.0,R1,0.0,0.0,4,B,m,1,S
VBN,VC,5,23,0.0,0.0,R1,0.0,0.0,4,B,m,3,S,RB,TMP,4,23,0.0,0.0,R1,0.0,0.0,4,B,m,1,L*+H
IN,ADV,6,23,0.0,0.0,R1,0.0,0.0,4,B,m,2,L*+H,VBN,VC,5,23,0.0,0.0,R1,0.0,0.0,4,B,m,3,S
