@relation std_tobi_adv_them_n-weka.filters.unsupervised.attribute.TimeSeriesTranslate-R26-I-1

@attribute W numeric
@attribute TotLines numeric
@attribute PoS {NNP,VBZ,0.0,NNS,HYPH,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,c,CC,RBR,cc,VBG,VBP,PDT,WP,POS,JJR,RP,:,WRB,(,),WDT,RBS,EX,JJS,NNPS,$}
@attribute Id numeric
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,P,NMOD,HYPH,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,SUFFIX,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute Prop {P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {T1,R1,SP1}
@attribute TH3 {T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute nWSpan numeric
@attribute 'Copy of W-1' numeric
@attribute 'Copy of TotLines-1' numeric
@attribute 'Copy of PoS-1' {NNP,VBZ,0.0,NNS,HYPH,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,c,CC,RBR,cc,VBG,VBP,PDT,WP,POS,JJR,RP,:,WRB,(,),WDT,RBS,EX,JJS,NNPS,$}
@attribute 'Copy of Id-1' numeric
@attribute 'Copy of DepRel-1' {TITLE,SBJ,ROOT,OBJ,P,NMOD,HYPH,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,SUFFIX,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute 'Copy of Prop-1' {P2,Foc,P3,P4,BACK,A1,A2}
@attribute 'Copy of Emb-1' {yes,no}
@attribute 'Copy of Them-1' {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute 'Copy of TH2-1' {T1,R1,SP1}
@attribute 'Copy of TH3-1' {T1,R1}
@attribute 'Copy of TotSpans-1' numeric
@attribute 'Copy of LocSpan-1' {A,Z,B,C,U,D,E,F,G,H}
@attribute 'Copy of nWSpan-1' numeric
@attribute TOBI-1 {L+H*,LH-,LL-,L*L-,H*,L*+H,L*H-,L*,H*LH-,H+L*,HL-,H+,H*L-,HH-,L*+HL-,H*+L,'L*+H LH-',Hl-,+H,L-,H*+LH-,!H*,H+L*L-,L*+HLH-,H*H-,H+L*LH-,+L,H++,Lh-,H+L*H-,1.0,L*LH-}
@attribute tobi {L+H*,LH-,LL-,L*L-,H*,L*+H,L*H-,L*,H*LH-,H+L*,HL-,H+,H*L-,HH-,L*+HL-,H*+L,'L*+H LH-',Hl-,+H,L-,H*+LH-,!H*,H+L*L-,L*+HLH-,H*H-,H+L*LH-,+L,H++,Lh-,H+L*H-,1.0,L*LH-}

@data
10,15,CC,9,COORD,P2,yes,R1,R1,?,4,Z,8,9,15,IN,8,TMP,P2,yes,R1,R1,?,4,Z,8,LH-,?
11,15,IN,10,CONJ,P2,yes,R1,R1,?,4,Z,8,10,15,CC,9,COORD,P2,yes,R1,R1,?,4,Z,8,?,L*
12,15,DT,14,NMOD,P2,yes,R1,R1,?,4,Z,8,11,15,IN,10,CONJ,P2,yes,R1,R1,?,4,Z,8,L*,?
13,15,JJ,14,NMOD,P2,yes,R1,R1,?,4,Z,8,12,15,DT,14,NMOD,P2,yes,R1,R1,?,4,Z,8,?,?
14,15,NN,11,PMOD,P2,yes,R1,R1,?,4,Z,8,13,15,JJ,14,NMOD,P2,yes,R1,R1,?,4,Z,8,?,HH-
15,15,0.0,0,ROOT,P2,yes,R1,R1,?,4,Z,8,14,15,NN,11,PMOD,P2,yes,R1,R1,?,4,Z,8,HH-,?
1,9,CC,2,DEP,?,?,SP1,?,?,5,A,1,15,15,0.0,0,ROOT,P2,yes,R1,R1,?,4,Z,8,?,?
2,9,VBD,0,ROOT,?,?,T1,?,?,5,B,2,1,9,CC,2,DEP,?,?,SP1,?,?,5,A,1,?,L*+H
3,9,PRP,2,SBJ,?,?,T1,?,?,5,B,2,2,9,VBD,0,ROOT,?,?,T1,?,?,5,B,2,L*+H,?
4,9,IN,2,PRP,P2,yes,R1,?,?,5,C,6,3,9,PRP,2,SBJ,?,?,T1,?,?,5,B,2,?,HL-
5,9,NNP,6,TITLE,P2,yes,R1,T1,?,5,D,2,4,9,IN,2,PRP,P2,yes,R1,?,?,5,C,6,HL-,?
6,9,NNP,7,SBJ,P2,yes,R1,T1,?,5,D,2,5,9,NNP,6,TITLE,P2,yes,R1,T1,?,5,D,2,?,H*L-
7,9,VBD,4,SUB,P2,yes,R1,R1,?,5,Z,3,6,9,NNP,7,SBJ,P2,yes,R1,T1,?,5,D,2,H*L-,?
8,9,VBN,7,VC,P2,yes,R1,R1,?,5,Z,3,7,9,VBD,4,SUB,P2,yes,R1,R1,?,5,Z,3,?,LL-
9,9,0.0,2,P,P2,yes,R1,R1,?,5,Z,3,8,9,VBN,7,VC,P2,yes,R1,R1,?,5,Z,3,LL-,?
1,18,(,13,P,BACK,?,T1,?,?,2,A,12,9,9,0.0,2,P,P2,yes,R1,R1,?,5,Z,3,?,?
2,18,NNP,3,TITLE,BACK,?,T1,?,?,2,A,12,1,18,(,13,P,BACK,?,T1,?,?,2,A,12,?,?
3,18,NNP,8,NMOD,BACK,?,T1,?,?,2,A,12,2,18,NNP,3,TITLE,BACK,?,T1,?,?,2,A,12,?,H*
4,18,POS,3,SUFFIX,BACK,?,T1,?,?,2,A,12,3,18,NNP,8,NMOD,BACK,?,T1,?,?,2,A,12,H*,?
5,18,JJ,8,NMOD,BACK,?,T1,?,?,2,A,12,4,18,POS,3,SUFFIX,BACK,?,T1,?,?,2,A,12,?,LH-
6,18,cc,8,P,BACK,?,T1,?,?,2,A,12,5,18,JJ,8,NMOD,BACK,?,T1,?,?,2,A,12,LH-,?
7,18,JJ,8,NMOD,BACK,?,T1,?,?,2,A,12,6,18,cc,8,P,BACK,?,T1,?,?,2,A,12,?,?
8,18,NNS,13,SBJ,BACK,?,T1,?,?,2,A,12,7,18,JJ,8,NMOD,BACK,?,T1,?,?,2,A,12,?,H*L-
9,18,cc,8,P,BACK,?,T1,?,?,2,A,12,8,18,NNS,13,SBJ,BACK,?,T1,?,?,2,A,12,H*L-,?
10,18,IN,8,NMOD,BACK,?,T1,?,?,2,A,12,9,18,cc,8,P,BACK,?,T1,?,?,2,A,12,?,?
11,18,NN,12,NMOD,BACK,?,T1,?,?,2,A,12,10,18,IN,8,NMOD,BACK,?,T1,?,?,2,A,12,?,H*
12,18,NN,10,PMOD,BACK,?,T1,?,?,2,A,12,11,18,NN,12,NMOD,BACK,?,T1,?,?,2,A,12,H*,LL-
13,18,VBZ,0,ROOT,BACK,?,R1,?,?,2,Z,6,12,18,NN,10,PMOD,BACK,?,T1,?,?,2,A,12,LL-,?
14,18,DT,15,NMOD,BACK,?,R1,?,?,2,Z,6,13,18,VBZ,0,ROOT,BACK,?,R1,?,?,2,Z,6,?,?
15,18,NN,13,OBJ,BACK,?,R1,?,?,2,Z,6,14,18,DT,15,NMOD,BACK,?,R1,?,?,2,Z,6,?,?
16,18,RB,13,ADV,BACK,?,R1,?,?,2,Z,6,15,18,NN,13,OBJ,BACK,?,R1,?,?,2,Z,6,?,H*L-
17,18,0.0,13,P,BACK,?,R1,?,?,2,Z,6,16,18,RB,13,ADV,BACK,?,R1,?,?,2,Z,6,H*L-,?
18,18,),13,P,BACK,?,R1,?,?,2,Z,6,17,18,0.0,13,P,BACK,?,R1,?,?,2,Z,6,?,?
1,32,NNP,2,TITLE,?,?,T1,?,?,8,A,2,18,18,),13,P,BACK,?,R1,?,?,2,Z,6,?,?
2,32,NNP,3,SBJ,?,?,T1,?,?,8,A,2,1,32,NNP,2,TITLE,?,?,T1,?,?,8,A,2,?,H*LH-
3,32,MD,0,ROOT,?,?,R1,?,?,8,B,1,2,32,NNP,3,SBJ,?,?,T1,?,?,8,A,2,H*LH-,?
4,32,VB,3,VC,?,?,R1,?,?,8,B,1,3,32,MD,0,ROOT,?,?,R1,?,?,8,B,1,?,?
5,32,VBN,4,VC,?,?,R1,?,?,8,B,1,4,32,VB,3,VC,?,?,R1,?,?,8,B,1,?,H*
6,32,IN,5,OBJ,?,?,R1,?,?,8,B,1,5,32,VBN,4,VC,?,?,R1,?,?,8,B,1,H*,?
7,32,PRP$,8,NMOD,P2,yes,R1,T1,?,8,C,2,6,32,IN,5,OBJ,?,?,R1,?,?,8,B,1,?,?
8,32,NN,9,SBJ,P2,yes,R1,T1,?,8,C,2,7,32,PRP$,8,NMOD,P2,yes,R1,T1,?,8,C,2,?,HL-
9,32,MD,6,SUB,P2,yes,R1,R1,?,8,D,1,8,32,NN,9,SBJ,P2,yes,R1,T1,?,8,C,2,HL-,H*
10,32,RB,9,ADV,P2,yes,R1,R1,?,8,D,1,9,32,MD,6,SUB,P2,yes,R1,R1,?,8,D,1,H*,?
11,32,VB,9,VC,P2,yes,R1,R1,?,8,D,1,10,32,RB,9,ADV,P2,yes,R1,R1,?,8,D,1,?,?
12,32,JJ,11,PRD,P2,yes,R1,R1,?,8,D,1,11,32,VB,9,VC,P2,yes,R1,R1,?,8,D,1,?,?
13,32,TO,12,AMOD,P2,yes,R1,R1,?,8,D,1,12,32,JJ,11,PRD,P2,yes,R1,R1,?,8,D,1,?,?
14,32,VB,13,IM,P2,yes,R1,R1,?,8,D,1,13,32,TO,12,AMOD,P2,yes,R1,R1,?,8,D,1,?,?
15,32,PRP,14,OBJ,P2,yes,R1,R1,?,8,D,1,14,32,VB,13,IM,P2,yes,R1,R1,?,8,D,1,?,LL-
16,32,:,3,P,P2,yes,R1,R1,?,8,D,1,15,32,PRP,14,OBJ,P2,yes,R1,R1,?,8,D,1,LL-,?
17,32,PRP,18,SBJ,?,?,T1,?,?,8,E,1,16,32,:,3,P,P2,yes,R1,R1,?,8,D,1,?,?
18,32,VBD,3,COORD,?,?,R1,?,?,8,F,1,17,32,PRP,18,SBJ,?,?,T1,?,?,8,E,1,?,L*
19,32,PRP,18,OBJ,?,?,R1,?,?,8,F,1,18,32,VBD,3,COORD,?,?,R1,?,?,8,F,1,L*,?
20,32,IN,18,LOC,?,?,R1,?,?,8,F,1,19,32,PRP,18,OBJ,?,?,R1,?,?,8,F,1,?,?
21,32,NN,20,PMOD,?,?,R1,?,?,8,F,1,20,32,IN,18,LOC,?,?,R1,?,?,8,F,1,?,HL-
22,32,IN,18,OBJ,?,?,R1,?,?,8,F,1,21,32,NN,20,PMOD,?,?,R1,?,?,8,F,1,HL-,?
23,32,cc,26,P,P2,yes,T1,?,?,8,G,5,22,32,IN,18,OBJ,?,?,R1,?,?,8,F,1,?,?
24,32,NNP,25,NAME,P2,yes,T1,?,?,8,G,5,23,32,cc,26,P,P2,yes,T1,?,?,8,G,5,?,L*
25,32,NNP,26,NMOD,P2,yes,T1,?,?,8,G,5,24,32,NNP,25,NAME,P2,yes,T1,?,?,8,G,5,L*,?
26,32,NN,28,SBJ,P2,yes,T1,?,?,8,G,5,25,32,NNP,26,NMOD,P2,yes,T1,?,?,8,G,5,?,LH-
27,32,cc,26,P,P2,yes,T1,?,?,8,G,5,26,32,NN,28,SBJ,P2,yes,T1,?,?,8,G,5,LH-,?
28,32,VBZ,22,SUB,P2,yes,R1,?,?,8,Z,5,27,32,cc,26,P,P2,yes,T1,?,?,8,G,5,?,L*
29,32,CD,30,DEP,P2,yes,R1,?,?,8,Z,5,28,32,VBZ,22,SUB,P2,yes,R1,?,?,8,Z,5,L*,L*+H
30,32,CD,31,NMOD,P2,yes,R1,?,?,8,Z,5,29,32,CD,30,DEP,P2,yes,R1,?,?,8,Z,5,L*+H,?
31,32,NNS,28,OBJ,P2,yes,R1,?,?,8,Z,5,30,32,CD,31,NMOD,P2,yes,R1,?,?,8,Z,5,?,LL-
32,32,0.0,3,P,P2,yes,R1,?,?,8,Z,5,31,32,NNS,28,OBJ,P2,yes,R1,?,?,8,Z,5,LL-,?
1,8,VBZ,0,ROOT,?,?,T1,?,?,2,A,2,32,32,0.0,3,P,P2,yes,R1,?,?,8,Z,5,?,?
2,8,DT,1,SBJ,?,?,T1,?,?,2,A,2,1,8,VBZ,0,ROOT,?,?,T1,?,?,2,A,2,?,L*+H
3,8,DT,4,NMOD,?,?,R1,?,?,2,Z,6,2,8,DT,1,SBJ,?,?,T1,?,?,2,A,2,L*+H,?
4,8,NN,1,PRD,?,?,R1,?,?,2,Z,6,3,8,DT,4,NMOD,?,?,R1,?,?,2,Z,6,?,L*+H
5,8,IN,4,NMOD,?,?,R1,?,?,2,Z,6,4,8,NN,1,PRD,?,?,R1,?,?,2,Z,6,L*+H,?
6,8,NN,7,NMOD,?,?,R1,?,?,2,Z,6,5,8,IN,4,NMOD,?,?,R1,?,?,2,Z,6,?,L*
7,8,NN,5,PMOD,?,?,R1,?,?,2,Z,6,6,8,NN,7,NMOD,?,?,R1,?,?,2,Z,6,L*,HH-
8,8,0.0,1,P,?,?,R1,?,?,2,Z,6,7,8,NN,5,PMOD,?,?,R1,?,?,2,Z,6,HH-,?
1,4,WP,2,SBJ,?,?,R1,?,?,2,A,2,8,8,0.0,1,P,?,?,R1,?,?,2,Z,6,?,?
2,4,VBZ,0,ROOT,?,?,R1,?,?,2,A,2,1,4,WP,2,SBJ,?,?,R1,?,?,2,A,2,?,?
3,4,JJ,2,PRD,?,?,T1,?,?,2,Z,2,2,4,VBZ,0,ROOT,?,?,R1,?,?,2,A,2,?,H*L-
4,4,0.0,2,P,?,?,T1,?,?,2,Z,2,3,4,JJ,2,PRD,?,?,T1,?,?,2,Z,2,H*L-,?
1,6,NNS,0,ROOT,?,?,R1,?,?,1,U,6,4,4,0.0,2,P,?,?,T1,?,?,2,Z,2,?,H*
2,6,TO,1,NMOD,?,?,R1,?,?,1,U,6,1,6,NNS,0,ROOT,?,?,R1,?,?,1,U,6,H*,?
3,6,VB,2,IM,?,?,R1,?,?,1,U,6,2,6,TO,1,NMOD,?,?,R1,?,?,1,U,6,?,LL-
4,6,NNP,5,NMOD,?,?,R1,?,?,1,U,6,3,6,VB,2,IM,?,?,R1,?,?,1,U,6,LL-,L*
5,6,NNS,3,OBJ,?,?,R1,?,?,1,U,6,4,6,NNP,5,NMOD,?,?,R1,?,?,1,U,6,L*,HH-
6,6,0.0,1,P,?,?,R1,?,?,1,U,6,5,6,NNS,3,OBJ,?,?,R1,?,?,1,U,6,HH-,?
1,20,CC,3,DEP,?,?,SP1,?,?,6,A,1,6,6,0.0,1,P,?,?,R1,?,?,1,U,6,?,?
2,20,PRP,3,SBJ,?,?,T1,?,?,6,B,1,1,20,CC,3,DEP,?,?,SP1,?,?,6,A,1,?,?
3,20,VBD,0,ROOT,?,?,R1,?,?,6,C,6,2,20,PRP,3,SBJ,?,?,T1,?,?,6,B,1,?,?
4,20,RB,5,AMOD,?,?,R1,?,?,6,C,6,3,20,VBD,0,ROOT,?,?,R1,?,?,6,C,6,?,?
5,20,JJ,3,PRD,?,?,R1,?,?,6,C,6,4,20,RB,5,AMOD,?,?,R1,?,?,6,C,6,?,L*+H
6,20,CC,5,COORD,?,?,R1,?,?,6,C,6,5,20,JJ,3,PRD,?,?,R1,?,?,6,C,6,L*+H,?
7,20,JJ,6,CONJ,?,?,R1,?,?,6,C,6,6,20,CC,5,COORD,?,?,R1,?,?,6,C,6,?,HL-
8,20,:,3,P,?,?,R1,?,?,6,C,6,7,20,JJ,6,CONJ,?,?,R1,?,?,6,C,6,HL-,?
9,20,JJ,10,NMOD,?,?,R1,?,?,6,D,1,8,20,:,3,P,?,?,R1,?,?,6,C,6,?,L*
10,20,NN,3,PRD,?,?,R1,?,?,6,D,1,9,20,JJ,10,NMOD,?,?,R1,?,?,6,D,1,L*,LH-
11,20,WDT,12,SBJ,P2,yes,R1,T1,?,6,E,1,10,20,NN,3,PRD,?,?,R1,?,?,6,D,1,LH-,?
12,20,VBD,10,NMOD,P2,yes,R1,R1,?,6,Z,1,11,20,WDT,12,SBJ,P2,yes,R1,T1,?,6,E,1,?,?
13,20,DT,14,NMOD,P2,yes,R1,R1,?,6,Z,1,12,20,VBD,10,NMOD,P2,yes,R1,R1,?,6,Z,1,?,H*
14,20,NN,12,PRD,P2,yes,R1,R1,?,6,Z,1,13,20,DT,14,NMOD,P2,yes,R1,R1,?,6,Z,1,H*,LH-
15,20,IN,14,NMOD,P2,yes,R1,R1,?,6,Z,1,14,20,NN,12,PRD,P2,yes,R1,R1,?,6,Z,1,LH-,?
16,20,DT,17,NMOD,P2,yes,R1,R1,?,6,Z,1,15,20,IN,14,NMOD,P2,yes,R1,R1,?,6,Z,1,?,?
17,20,NN,15,PMOD,P2,yes,R1,R1,?,6,Z,1,16,20,DT,17,NMOD,P2,yes,R1,R1,?,6,Z,1,?,H*
18,20,IN,17,NMOD,P2,yes,R1,R1,?,6,Z,1,17,20,NN,15,PMOD,P2,yes,R1,R1,?,6,Z,1,H*,?
19,20,NNP,18,PMOD,P2,yes,R1,R1,?,6,Z,1,18,20,IN,17,NMOD,P2,yes,R1,R1,?,6,Z,1,?,LL-
20,20,0.0,3,P,P2,yes,R1,R1,?,6,Z,1,19,20,NNP,18,PMOD,P2,yes,R1,R1,?,6,Z,1,LL-,?
1,13,NNP,2,TITLE,?,?,T1,?,?,2,A,2,20,20,0.0,3,P,P2,yes,R1,R1,?,6,Z,1,?,?
2,13,NNP,3,SBJ,?,?,T1,?,?,2,A,2,1,13,NNP,2,TITLE,?,?,T1,?,?,2,A,2,?,L*+H
3,13,VBZ,0,ROOT,?,?,R1,?,?,2,Z,11,2,13,NNP,3,SBJ,?,?,T1,?,?,2,A,2,L*+H,?
4,13,DT,8,NMOD,?,?,R1,?,?,2,Z,11,3,13,VBZ,0,ROOT,?,?,R1,?,?,2,Z,11,?,?
5,13,JJ,7,HMOD,?,?,R1,?,?,2,Z,11,4,13,DT,8,NMOD,?,?,R1,?,?,2,Z,11,?,?
6,13,HYPH,5,HYPH,?,?,R1,?,?,2,Z,11,5,13,JJ,7,HMOD,?,?,R1,?,?,2,Z,11,?,?
7,13,NN,8,NMOD,?,?,R1,?,?,2,Z,11,6,13,HYPH,5,HYPH,?,?,R1,?,?,2,Z,11,?,?
8,13,NN,3,PRD,?,?,R1,?,?,2,Z,11,7,13,NN,8,NMOD,?,?,R1,?,?,2,Z,11,?,H*
9,13,VBN,8,APPO,?,?,R1,?,?,2,Z,11,8,13,NN,3,PRD,?,?,R1,?,?,2,Z,11,H*,?
10,13,IN,9,LOC,?,?,R1,?,?,2,Z,11,9,13,VBN,8,APPO,?,?,R1,?,?,2,Z,11,?,?
11,13,NNP,12,NAME,?,?,R1,?,?,2,Z,11,10,13,IN,9,LOC,?,?,R1,?,?,2,Z,11,?,?
12,13,NNP,10,PMOD,?,?,R1,?,?,2,Z,11,11,13,NNP,12,NAME,?,?,R1,?,?,2,Z,11,?,LL-
13,13,0.0,3,P,?,?,R1,?,?,2,Z,11,12,13,NNP,10,PMOD,?,?,R1,?,?,2,Z,11,LL-,?
1,19,IN,19,TMP,?,?,SP1,?,?,3,A,3,13,13,0.0,3,P,?,?,R1,?,?,2,Z,11,?,?
2,19,NN,1,PMOD,?,?,SP1,?,?,3,A,3,1,19,IN,19,TMP,?,?,SP1,?,?,3,A,3,?,H*L-
3,19,c,19,P,?,?,SP1,?,?,3,A,3,2,19,NN,1,PMOD,?,?,SP1,?,?,3,A,3,H*L-,?
4,19,PRP,5,SBJ,?,?,T1,?,?,3,B,1,3,19,c,19,P,?,?,SP1,?,?,3,A,3,?,?
5,19,VBN,19,DEP,?,?,R1,?,?,3,Z,15,4,19,PRP,5,SBJ,?,?,T1,?,?,3,B,1,?,H*
6,19,DT,7,NMOD,?,?,R1,?,?,3,Z,15,5,19,VBN,19,DEP,?,?,R1,?,?,3,Z,15,H*,?
7,19,NNP,5,OBJ,?,?,R1,?,?,3,Z,15,6,19,DT,7,NMOD,?,?,R1,?,?,3,Z,15,?,LH-
8,19,IN,5,ADV,?,?,R1,?,?,3,Z,15,7,19,NNP,5,OBJ,?,?,R1,?,?,3,Z,15,LH-,?
9,19,CD,8,PMOD,A1,?,R1,?,?,3,Z,15,8,19,IN,5,ADV,?,?,R1,?,?,3,Z,15,?,?
10,19,IN,9,NMOD,A1,?,R1,?,?,3,Z,15,9,19,CD,8,PMOD,A1,?,R1,?,?,3,Z,15,?,?
11,19,DT,12,NMOD,A1,?,R1,?,?,3,Z,15,10,19,IN,9,NMOD,A1,?,R1,?,?,3,Z,15,?,?
12,19,NN,16,NMOD,A1,?,R1,?,?,3,Z,15,11,19,DT,12,NMOD,A1,?,R1,?,?,3,Z,15,?,?
13,19,POS,12,SUFFIX,A1,?,R1,?,?,3,Z,15,12,19,NN,16,NMOD,A1,?,R1,?,?,3,Z,15,?,?
14,19,RBS,15,AMOD,A1,?,R1,?,?,3,Z,15,13,19,POS,12,SUFFIX,A1,?,R1,?,?,3,Z,15,?,L*+H
15,19,JJ,16,NMOD,A1,?,R1,?,?,3,Z,15,14,19,RBS,15,AMOD,A1,?,R1,?,?,3,Z,15,L*+H,L*
16,19,NNS,10,PMOD,A1,?,R1,?,?,3,Z,15,15,19,JJ,16,NMOD,A1,?,R1,?,?,3,Z,15,L*,LL-
17,19,:,9,P,A1,?,R1,?,?,3,Z,15,16,19,NNS,10,PMOD,A1,?,R1,?,?,3,Z,15,LL-,?
18,19,NNP,9,APPO,A2,?,R1,?,?,3,Z,15,17,19,:,9,P,A1,?,R1,?,?,3,Z,15,?,L*L-
19,19,0.0,0,ROOT,A2,?,R1,?,?,3,Z,15,18,19,NNP,9,APPO,A2,?,R1,?,?,3,Z,15,L*L-,?
1,20,DT,2,SBJ,?,?,T1,?,?,4,A,1,19,19,0.0,0,ROOT,A2,?,R1,?,?,3,Z,15,?,?
2,20,VBZ,0,ROOT,?,?,R1,?,?,4,B,19,1,20,DT,2,SBJ,?,?,T1,?,?,4,A,1,?,L*+H
3,20,DT,5,NMOD,?,?,R1,?,?,4,B,19,2,20,VBZ,0,ROOT,?,?,R1,?,?,4,B,19,L*+H,?
4,20,NNP,5,NMOD,?,?,R1,?,?,4,B,19,3,20,DT,5,NMOD,?,?,R1,?,?,4,B,19,?,?
5,20,NN,2,PRD,?,?,R1,?,?,4,B,19,4,20,NNP,5,NMOD,?,?,R1,?,?,4,B,19,?,HL-
6,20,WDT,7,SBJ,P2,yes,R1,T1,?,4,C,1,5,20,NN,2,PRD,?,?,R1,?,?,4,B,19,HL-,?
7,20,VBD,5,NMOD,P2,yes,R1,R1,?,4,Z,14,6,20,WDT,7,SBJ,P2,yes,R1,T1,?,4,C,1,?,?
8,20,TO,7,OPRD,P2,yes,R1,R1,?,4,Z,14,7,20,VBD,5,NMOD,P2,yes,R1,R1,?,4,Z,14,?,?
9,20,VB,8,IM,P2,yes,R1,R1,?,4,Z,14,8,20,TO,7,OPRD,P2,yes,R1,R1,?,4,Z,14,?,L*+H
10,20,PRP$,12,NMOD,P2,yes,R1,R1,?,4,Z,14,9,20,VB,8,IM,P2,yes,R1,R1,?,4,Z,14,L*+H,?
11,20,JJ,12,NMOD,P2,yes,R1,R1,?,4,Z,14,10,20,PRP$,12,NMOD,P2,yes,R1,R1,?,4,Z,14,?,?
12,20,NN,9,OBJ,P2,yes,R1,R1,?,4,Z,14,11,20,JJ,12,NMOD,P2,yes,R1,R1,?,4,Z,14,?,LH-
13,20,IN,12,NMOD,P2,yes,R1,R1,?,4,Z,14,12,20,NN,9,OBJ,P2,yes,R1,R1,?,4,Z,14,LH-,L*
14,20,VBG,15,NMOD,P2,yes,R1,R1,?,4,Z,14,13,20,IN,12,NMOD,P2,yes,R1,R1,?,4,Z,14,L*,H*
15,20,NN,13,PMOD,P2,yes,R1,R1,?,4,Z,14,14,20,VBG,15,NMOD,P2,yes,R1,R1,?,4,Z,14,H*,LH-
16,20,c,15,P,P2,yes,R1,R1,?,4,Z,14,15,20,NN,13,PMOD,P2,yes,R1,R1,?,4,Z,14,LH-,?
17,20,NN,15,COORD,P2,yes,R1,R1,?,4,Z,14,16,20,c,15,P,P2,yes,R1,R1,?,4,Z,14,?,L*H-
18,20,CC,17,COORD,P2,yes,R1,R1,?,4,Z,14,17,20,NN,15,COORD,P2,yes,R1,R1,?,4,Z,14,L*H-,?
19,20,NN,18,CONJ,P2,yes,R1,R1,?,4,Z,14,18,20,CC,17,COORD,P2,yes,R1,R1,?,4,Z,14,?,L*L-
20,20,0.0,2,P,P2,yes,R1,R1,?,4,Z,14,19,20,NN,18,CONJ,P2,yes,R1,R1,?,4,Z,14,L*L-,?
1,19,RB,2,DEP,?,?,SP1,?,?,5,A,3,20,20,0.0,2,P,P2,yes,R1,R1,?,4,Z,14,?,L*
2,19,IN,7,ADV,?,?,SP1,?,?,5,A,3,1,19,RB,2,DEP,?,?,SP1,?,?,5,A,3,L*,LH-
3,19,c,7,P,?,?,SP1,?,?,5,A,3,2,19,IN,7,ADV,?,?,SP1,?,?,5,A,3,LH-,?
4,19,DT,6,NMOD,?,?,T1,?,?,5,B,3,3,19,c,7,P,?,?,SP1,?,?,5,A,3,?,?
5,19,VBG,6,NMOD,?,?,T1,?,?,5,B,3,4,19,DT,6,NMOD,?,?,T1,?,?,5,B,3,?,L*+H
6,19,NNS,7,SBJ,?,?,T1,?,?,5,B,3,5,19,VBG,6,NMOD,?,?,T1,?,?,5,B,3,L*+H,LH-
7,19,VBP,0,ROOT,?,?,R1,?,?,5,C,13,6,19,NNS,7,SBJ,?,?,T1,?,?,5,B,3,LH-,?
8,19,VBN,7,VC,?,?,R1,?,?,5,C,13,7,19,VBP,0,ROOT,?,?,R1,?,?,5,C,13,?,?
9,19,JJ,8,PRD,?,?,R1,?,?,5,C,13,8,19,VBN,7,VC,?,?,R1,?,?,5,C,13,?,L*H-
10,19,IN,8,ADV,?,?,R1,?,?,5,C,13,9,19,JJ,8,PRD,?,?,R1,?,?,5,C,13,L*H-,?
11,19,DT,13,NMOD,P2,yes,R1,T1,?,5,D,3,10,19,IN,8,ADV,?,?,R1,?,?,5,C,13,?,?
12,19,NNP,13,NMOD,P2,yes,R1,T1,?,5,D,3,11,19,DT,13,NMOD,P2,yes,R1,T1,?,5,D,3,?,L*+H
13,19,NNS,14,SBJ,P2,yes,R1,T1,?,5,D,3,12,19,NNP,13,NMOD,P2,yes,R1,T1,?,5,D,3,L*+H,?
14,19,TO,10,SUB,P2,yes,R1,R1,?,5,Z,6,13,19,NNS,14,SBJ,P2,yes,R1,T1,?,5,D,3,?,?
15,19,VB,14,IM,P2,yes,R1,R1,?,5,Z,6,14,19,TO,10,SUB,P2,yes,R1,R1,?,5,Z,6,?,H*
16,19,DT,18,NMOD,P2,yes,R1,R1,?,5,Z,6,15,19,VB,14,IM,P2,yes,R1,R1,?,5,Z,6,H*,?
17,19,JJ,18,NMOD,P2,yes,R1,R1,?,5,Z,6,16,19,DT,18,NMOD,P2,yes,R1,R1,?,5,Z,6,?,?
18,19,NN,15,OBJ,P2,yes,R1,R1,?,5,Z,6,17,19,JJ,18,NMOD,P2,yes,R1,R1,?,5,Z,6,?,LL-
19,19,0.0,7,P,P2,yes,R1,R1,?,5,Z,6,18,19,NN,15,OBJ,P2,yes,R1,R1,?,5,Z,6,LL-,?
1,17,RB,4,TMP,?,?,SP1,?,?,3,A,1,19,19,0.0,7,P,P2,yes,R1,R1,?,5,Z,6,?,H*
2,17,NNP,3,NMOD,?,?,T1,?,?,3,B,2,1,17,RB,4,TMP,?,?,SP1,?,?,3,A,1,H*,?
